sqlite> SELECT * FROM resultados JOIN testes_de_rede USING(TEST_ID)
   ...> ;
37|15|5|2025-09-02 15:59:12|200.134.25.51|13.246|13.494|14.787|8.0|0.15625|1048563.52209409|1310720.0|0.0698774377682997||UDP|10.0|256|10
38|15|61|2025-09-02 15:59:31|200.134.25.51||||1.0|0.01953125|1048562.99781883|1310720.0|0.0390425355765545||UDP|10.0|256|0
39|16|62|2025-09-02 16:14:12|200.134.25.51|13.059|13.248|13.484|||44188617.6154211|55462664.0||0.0|TCP|10.0|256|10
40|16|6|2025-09-02 16:14:32|200.134.25.51||||||34317299.2939897|43072200.0||0.0|TCP|10.0|256|0
41|17|5|2025-09-02 16:29:12|200.134.25.51|13.196|13.34|13.632|8.0|0.15625|1048561.73956034|1310720.0|0.170478405143784||UDP|10.0|256|10
42|17|6|2025-09-02 16:29:31|200.134.25.51||||||24263657.4437571|30458888.0||0.0|TCP|10.0|256|0
43|18|5|2025-09-02 16:44:12|200.134.25.51|13.31|13.641|15.562|14.0|0.2734375|1048555.34345973|1310720.0|0.0351361342038057||UDP|10.0|256|10
44|18|6|2025-09-02 16:44:32|200.134.25.51||||||54995334.936281|69040896.0||0.0|TCP|10.0|256|0
45|19|5|2025-09-02 16:59:12|200.134.25.51|13.283|13.565|14.969|31.0|0.60546875|1048562.99781883|1310720.0|0.204420563836857||UDP|10.0|256|10
46|19|6|2025-09-02 16:59:31|200.134.25.51||||||35537661.4458844|44611688.0||0.0|TCP|10.0|256|0
47|21|63|2025-09-02 17:45:02|200.134.25.51|13.131|13.298|13.489|||26493686.8089183|198828304.0||0.0|TCP|60.0|64|10
48|21|64|2025-09-02 17:46:12|200.134.25.51|13.131|14.049|18.783|||24654302.4489705|185038608.0||0.0|TCP|60.0|128|10
49|21|65|2025-09-02 17:47:21|200.134.25.51|13.26|13.759|15.847|||23294027.5997207|174826400.0||0.0|TCP|60.0|256|10
50|21|66|2025-09-02 17:48:31|200.134.25.51|13.212|14.157|18.844|||20858004.2900238|156542344.0||0.0|TCP|60.0|512|10
51|21|67|2025-09-02 17:49:40|200.134.25.51|13.255|13.445|13.836|||17952059.7315959|134734528.0||0.0|TCP|60.0|1024|10
52|21|68|2025-09-02 17:50:49|200.134.25.51|13.223|13.606|14.6|1123.0|0.913907176978979|1048565.36953593|7864256.0|0.0897302825897989||UDP|60.0|64|10
53|21|69|2025-09-02 17:51:59|200.134.25.51|13.37|14.306|17.416|279.0|0.4541015625|1048573.39604273|7864320.0|0.033667984601337||UDP|60.0|128|10
54|21|70|2025-09-02 17:53:08|200.134.25.51|13.273|13.574|14.171|149.0|0.485026041666667|1048573.16885244|7864320.0|0.0501461011098287||UDP|60.0|256|10
55|20|5|2025-09-02 17:59:12|200.134.25.51|13.186|13.79|14.88|17.0|0.33203125|1048563.94151467|1310720.0|0.257887716270945||UDP|10.0|256|10
56|20|6|2025-09-02 17:59:32|200.134.25.51||||||16134217.236104|20249088.0||0.0|TCP|10.0|256|0
57|22|51|2025-09-02 18:15:02|200.134.25.51||||||23570538.7474573|176819688.0||0.0|TCP|60.0|64|0
58|22|71|2025-09-02 18:16:02|200.134.25.51||||||24087758.9699515|180784376.0||0.0|TCP|60.0|128|0
59|22|53|2025-09-02 18:17:02|200.134.25.51||||||26401779.5136156|198153520.0||0.0|TCP|60.0|256|0
60|22|54|2025-09-02 18:18:03|200.134.25.51||||||21513022.5536661|161459752.0||0.0|TCP|60.0|512|0
61|22|55|2025-09-02 18:19:03|200.134.25.51||||||15507142.2786001|116381128.0||0.0|TCP|60.0|1024|0
62|22|72|2025-09-02 18:20:03|200.134.25.51||||185.0|0.150554610633225|1048564.82777852|7864256.0|0.0995205780425086||UDP|60.0|64|0
63|22|73|2025-09-02 18:21:04|200.134.25.51||||152.0|0.247395833333333|1048573.8678998|7864320.0|0.244996020623185||UDP|60.0|128|0
64|22|74|2025-09-02 18:31:04|200.134.25.51||||761.0|0.247721354166667|1048575.65397003|78643200.0|0.793002797467328||UDP|600.0|256|0
65|22|75|2025-09-02 18:32:04|200.134.25.51||||13.0|0.0846354166666667|1048573.93780459|7864320.0|0.174425789545115||UDP|60.0|512|0
66|22|76|2025-09-02 18:33:05|200.134.25.51||||24.0|0.3125|1048573.79799502|7864320.0|0.236469175913597||UDP|60.0|1024|0
67|22|77|2025-09-02 18:34:05|200.134.25.51||||20.0|0.520833333333333|1048573.92032839|7864320.0|0.436682665522002||UDP|60.0|2048|0
68|24|78|2025-09-02 18:47:02|200.134.25.51|13.226|13.538|14.072|||35178987.6251542|791713336.0||0.0|TCP|180.0|512|10
69|24|79|2025-09-02 18:50:12|200.134.25.51|13.008|13.923|17.546|||24134908.3847376|543166096.0||0.0|TCP|180.0|1024|10
70|24|80|2025-09-02 18:53:21|200.134.25.51||||113.0|0.245225694444444|1048574.27567786|23592960.0|0.084977099140683||UDP|180.0|512|0
71|24|81|2025-09-02 18:56:21|200.134.25.51||||39.0|0.169270833333333|1048575.07375868|23592960.0|0.147774604790423||UDP|180.0|1024|0
72|24|82|2025-09-02 18:58:02|200.134.25.51||||23.0|0.263188007781211|1048678.30114115|13108500.0|0.149129159581823||UDP|100.0|1500|0
73|25|83|2025-09-02 19:04:02|200.134.25.51||||||25480670.7135523|955666544.0||0.0|TCP|300.0|1024|0
74|26|84|2025-09-02 19:19:02|200.134.25.51|13.5|14.162|17.165|||27423786.3098728|1028534724.0||0.0|TCP|300.0|1500|10
75|26|85|2025-09-02 19:24:11|200.134.25.51||||131.0|0.49971390425329|1048599.17160665|39322500.0|0.0317305511122033||UDP|300.0|1500|0
76|26|86|2025-09-02 19:25:52|200.134.25.51||||||33566743.7439593|419764160.0||0.0|TCP|100.0|2048|0
77|27|87|2025-09-02 19:35:02|200.134.25.51||||44.0|0.190972222222222|1048575.53105372|47185920.0|0.438834227954058||UDP|360.0|2048|0
78|27|88|2025-09-02 19:41:02|200.134.25.51||||||33131100.8957663|1491077152.0||0.0|TCP|360.0|2048|0
79|28|89|2025-09-02 19:45:02|200.134.25.51|12.962|13.346|17.488|||22402223.7810964|168142016.0||0.0|TCP|60.0|256|100
80|28|90|2025-09-02 19:50:58|200.134.25.51|13.032|13.235|13.929|560.0|0.42724609375|1048575.38150436|33554432.0|0.0636770453241649||UDP|256.0|256|100
81|29|91|2025-09-02 20:17:02|200.134.25.51||||||33854304.7134478|761898000.0||0.0|TCP|180.0|512|0
82|29|92|2025-09-02 20:20:02|200.134.25.51||||||43284108.505972|974131440.0||0.0|TCP|180.0|1024|0
83|29|93|2025-09-02 20:23:03|200.134.25.51||||||33642774.1523711|757128824.0||0.0|TCP|180.0|2048|0
84|29|80|2025-09-02 20:26:03|200.134.25.51||||269.0|0.583767361111111|1048574.9805521|23592960.0|0.129441530782576||UDP|180.0|512|0
85|30|94|2025-09-02 20:39:02|200.134.25.51||||81.0|0.10546875|1048575.67144629|78643200.0|0.0755851766911267||UDP|600.0|1024|0
86|31|95|2025-09-02 20:54:02|200.134.25.51|12.961|13.396|16.782|92.0|0.119791666666667|1048575.45998364|78643200.0|0.872603194866694||UDP|600.0|1024|100
87|32|51|2025-09-02 21:00:02|200.134.25.51||||||41225024.1489396|309409312.0||0.0|TCP|60.0|64|0
88|32|52|2025-09-02 21:01:02|200.134.25.51||||||38146068.0737873|286337781.0||0.0|TCP|60.0|125|0
89|32|53|2025-09-02 21:02:02|200.134.25.51||||||41362045.0799496|310421440.0||0.0|TCP|60.0|256|0
90|32|54|2025-09-02 21:03:03|200.134.25.51||||||22707027.0744847|170438352.0||0.0|TCP|60.0|512|0
91|32|55|2025-09-02 21:04:03|200.134.25.51||||||28916817.855247|217020024.0||0.0|TCP|60.0|1024|0
92|32|56|2025-09-02 21:05:03|200.134.25.51||||||42086156.9619457|315854288.0||0.0|TCP|60.0|2048|0
93|32|57|2025-09-02 21:06:04|200.134.25.51||||||38894900.3910753|291909164.0||0.0|TCP|60.0|2500|0
94|32|58|2025-09-02 21:07:04|200.134.25.51||||||27846659.3583105|208998528.0||0.0|TCP|60.0|3072|0
95|33|96|2025-09-02 21:14:32|200.134.25.51|13.048|13.279|13.984|||39269734.1309896|147467728.0||0.0|TCP|30.0|512|30
96|33|97|2025-09-02 21:15:32|200.134.25.51||||5.0|0.651041666666667|1049595.87158957|3936000.0|0.175295033885787||UDP|30.0|5125|0
97|33|51|2025-09-02 21:16:32|200.134.25.51||||||31878173.413304|239251832.0||0.0|TCP|60.0|64|0
98|1|5|2025-09-03 12:29:12|200.134.25.51|13.148|13.294|13.551|25.0|0.48828125|1048564.46579088|1310720.0|0.293665196378401||UDP|10.0|256|10
99|1|6|2025-09-03 12:29:31|200.134.25.51||||||34001870.2347136|42674264.0||0.0|TCP|10.0|256|0
100|2|5|2025-09-03 12:44:12|200.134.25.51|13.233|13.419|13.917|20.0|0.390625|1048563.10267384|1310720.0|0.136863979799213||UDP|10.0|256|10
101|2|6|2025-09-03 12:44:31|200.134.25.51||||||32710578.6371517|41052504.0||0.0|TCP|10.0|256|0
102|3|5|2025-09-03 12:59:12|200.134.25.51|13.239|13.472|14.37|28.0|0.546875|1048559.64246958|1310720.0|0.0772879477957993||UDP|10.0|256|10
103|3|6|2025-09-03 12:59:31|200.134.25.51||||||39948282.9428755|50143664.0||0.0|TCP|10.0|256|0
104|4|5|2025-09-03 13:14:12|200.134.25.51|13.245|14.024|20.113|67.0|1.30859375|1048560.16674148|1310720.0|0.0503613787199526||UDP|10.0|256|10
105|4|6|2025-09-03 13:14:31|200.134.25.51||||||38808830.2931154|48708080.0||0.0|TCP|10.0|256|0
106|5|5|2025-09-03 13:29:12|200.134.25.51|13.078|13.295|13.658|2.0|0.0390625|1048564.57064618|1310720.0|0.0545284617579693||UDP|10.0|256|10
107|5|6|2025-09-03 13:29:31|200.134.25.51||||||30325362.3899188|38065968.0||0.0|TCP|10.0|256|0
108|6|5|2025-09-03 13:44:12|200.134.25.51|13.132|13.317|13.567|11.0|0.21484375|1048564.25608033|1310720.0|0.0926602635201195||UDP|10.0|256|10
109|6|6|2025-09-03 13:44:32|200.134.25.51||||||57191359.8462896|71780168.0||0.0|TCP|10.0|256|0
110|7|5|2025-09-03 13:59:11|200.134.25.51|13.308|13.44|13.685|9.0|0.17578125|1048561.52985089|1310720.0|0.0551977764085251||UDP|10.0|256|10
111|7|6|2025-09-03 13:59:31|200.134.25.51||||||31885961.885836|40017488.0||0.0|TCP|10.0|256|0
112|8|5|2025-09-03 14:14:12|200.134.25.51|13.288|13.41|13.584|10.0|0.1953125|1048554.81919265|1310720.0|0.0990791695351297||UDP|10.0|256|10
113|8|6|2025-09-03 14:14:32|200.134.25.51||||||31268213.9311174|39239920.0||0.0|TCP|10.0|256|0
114|9|5|2025-09-03 14:29:12|200.134.25.51|13.339|13.901|15.759|67.0|1.30859375|1048563.6269492|1310720.0|0.25413573946605||UDP|10.0|256|10
115|9|6|2025-09-03 14:29:32|200.134.25.51||||||42327231.7450573|53124480.0||0.0|TCP|10.0|256|0
116|10|5|2025-09-03 14:44:12|200.134.25.51|13.225|13.587|14.437|6.0|0.1171875|1048555.34345973|1310720.0|0.0646392386766359||UDP|10.0|256|10
117|10|6|2025-09-03 14:44:31|200.134.25.51||||||58303903.992971|73127176.0||0.0|TCP|10.0|256|0
118|11|5|2025-09-03 14:59:11|200.134.25.51|13.252|13.366|13.541|9.0|0.17578125|1048547.79406434|1310720.0|0.0517388967073864||UDP|10.0|256|10
119|11|6|2025-09-03 14:59:31|200.134.25.51||||||61779374.5674121|77532088.0||0.0|TCP|10.0|256|0
120|12|5|2025-09-03 15:14:12|200.134.25.51|13.271|13.416|13.801|2.0|0.0390625|1048554.2949261|1310720.0|0.0635633020349118||UDP|10.0|256|10
121|12|6|2025-09-03 15:14:31|200.134.25.51||||||64537663.6630488|81008224.0||0.0|TCP|10.0|256|0
122|13|5|2025-09-03 15:29:12|200.134.25.51|13.286|13.364|13.473|12.0|0.234375|1048552.40757083|1310720.0|0.121985200916691||UDP|10.0|256|10
123|13|6|2025-09-03 15:29:32|200.134.25.51||||||40755084.4124094|51156648.0||0.0|TCP|10.0|256|0
124|14|5|2025-09-03 15:44:12|200.134.25.51|13.17|13.398|14.515|3.0|0.05859375|1048555.13375284|1310720.0|0.0552386519746485||UDP|10.0|256|10
125|14|6|2025-09-03 15:44:31|200.134.25.51||||||48304237.5734359|60639576.0||0.0|TCP|10.0|256|0
126|15|5|2025-09-03 15:59:12|200.134.25.51|13.19|13.368|13.906|1.0|0.01953125|1048550.31051739|1310720.0|0.0459591743999475||UDP|10.0|256|10
127|15|61|2025-09-03 15:59:32|200.134.25.51||||5.0|0.09765625|1048556.81141035|1310720.0|0.0945212713338524||UDP|10.0|256|0
128|16|62|2025-09-03 16:14:12|200.134.25.51|13.226|13.374|13.831|||31820454.1405589|39942104.0||0.0|TCP|10.0|256|10
129|16|6|2025-09-03 16:14:31|200.134.25.51||||||28008249.3312678|35159144.0||0.0|TCP|10.0|256|0
130|17|5|2025-09-03 16:29:12|200.134.25.51|13.268|13.739|17.18|20.0|0.390625|1048557.5453872|1310720.0|0.0942857300197927||UDP|10.0|256|10
131|17|6|2025-09-03 16:29:32|200.134.25.51||||||9694359.77264385|12168896.0||0.0|TCP|10.0|256|0
132|18|5|2025-09-03 16:44:12|200.134.25.51|13.099|13.34|13.654|6.0|0.1171875|1048553.45610069|1310720.0|0.058350720303851||UDP|10.0|256|10
133|18|6|2025-09-03 16:44:31|200.134.25.51||||||32179382.4555071|40386384.0||0.0|TCP|10.0|256|0
134|19|5|2025-09-03 16:59:12|200.134.25.51|13.214|13.483|14.158|11.0|0.21484375|1048563.41723899|1310720.0|0.0778216681846319||UDP|10.0|256|10
135|19|6|2025-09-03 16:59:32|200.134.25.51||||||38712674.3047351|48599480.0||0.0|TCP|10.0|256|0
136|21|63|2025-09-03 17:45:02|200.134.25.51|13.179|13.478|14.336|||43454677.3293987|326136984.0||0.0|TCP|60.0|64|10
137|21|64|2025-09-03 17:46:11|200.134.25.51|13.174|13.372|14.098|||32329820.8984124|242647280.0||0.0|TCP|60.0|128|10
138|21|65|2025-09-03 17:47:21|200.134.25.51|13.209|13.395|13.718|||29303783.1546068|219946288.0||0.0|TCP|60.0|256|10
139|21|66|2025-09-03 17:48:30|200.134.25.51|13.221|13.365|13.609|||40387891.7175845|303107760.0||0.0|TCP|60.0|512|10
140|21|67|2025-09-03 17:49:39|200.134.25.51|13.165|13.44|14.063|||30443532.5809557|228476600.0||0.0|TCP|60.0|1024|10
141|21|68|2025-09-03 17:50:49|200.134.25.51|13.175|13.497|14.143|200.0|0.162761741225108|1048565.26467961|7864256.0|0.039731838895674||UDP|60.0|64|10
142|21|69|2025-09-03 17:51:58|200.134.25.51|13.222|13.998|18.077|113.0|0.183919270833333|1048573.18632862|7864320.0|0.333460323693459||UDP|60.0|128|10
143|21|70|2025-09-03 17:53:07|200.134.25.51|13.189|13.317|13.448|64.0|0.208333333333333|1048572.34747299|7864320.0|0.119517330876799||UDP|60.0|256|10
144|20|5|2025-09-03 17:59:12|200.134.25.51|13.282|13.976|19.475|5.0|0.09765625|1048565.19977844|1310720.0|0.349007492893009||UDP|10.0|256|10
145|20|6|2025-09-03 17:59:31|200.134.25.51||||||50356028.2836285|63215592.0||0.0|TCP|10.0|256|0
146|22|51|2025-09-03 18:15:02|200.134.25.51||||||39991543.1809368|300134512.0||0.0|TCP|60.0|64|0
147|22|71|2025-09-03 18:16:02|200.134.25.51||||||34550042.3527791|259327552.0||0.0|TCP|60.0|128|0
148|22|53|2025-09-03 18:17:03|200.134.25.51||||||34984437.0845868|262497944.0||0.0|TCP|60.0|256|0
149|22|54|2025-09-03 18:18:03|200.134.25.51||||||36515239.2585426|274050440.0||0.0|TCP|60.0|512|0
150|22|55|2025-09-03 18:19:03|200.134.25.51||||||34074246.2709231|255733752.0||0.0|TCP|60.0|1024|0
151|22|72|2025-09-03 18:20:04|200.134.25.51||||158.0|0.128581775567835|1048564.93263475|7864256.0|0.0536573459236923||UDP|60.0|64|0
152|22|73|2025-09-03 18:21:04|200.134.25.51||||123.0|0.2001953125|1048573.71061407|7864320.0|0.0561528976402959||UDP|60.0|128|0
153|22|74|2025-09-03 18:31:04|200.134.25.51||||558.0|0.181640625|1048575.62076515|78643200.0|0.308647052390771||UDP|600.0|256|0
154|22|75|2025-09-03 18:32:05|200.134.25.51||||25.0|0.162760416666667|1048573.97275699|7864320.0|0.0988497469984281||UDP|60.0|512|0
155|22|76|2025-09-03 18:33:05|200.134.25.51||||18.0|0.234375|1048573.22128096|7864320.0|0.0713796203600723||UDP|60.0|1024|0
156|22|77|2025-09-03 18:34:05|200.134.25.51||||14.0|0.364583333333333|1048572.34747299|7864320.0|0.460369053176254||UDP|60.0|2048|0
157|24|78|2025-09-03 18:47:02|200.134.25.51|13.131|13.29|13.474|||45371132.8561604|1021079432.0||0.0|TCP|180.0|512|10
158|24|79|2025-09-03 18:50:11|200.134.25.51|13.287|13.438|13.622|||29594078.2011409|666017312.0||0.0|TCP|180.0|1024|10
159|24|80|2025-09-03 18:53:20|200.134.25.51||||57.0|0.123697916666667|1048575.07375868|23592960.0|0.0336723895924846||UDP|180.0|512|0
160|24|81|2025-09-03 18:56:21|200.134.25.51||||536.0|2.32638888888889|1048574.70675786|23592960.0|0.109349571589418||UDP|180.0|1024|0
161|24|82|2025-09-03 18:58:01|200.134.25.51||||35.0|0.400503490101842|1048677.83972365|13108500.0|0.0620844988471245||UDP|100.0|1500|0
162|25|83|2025-09-03 19:04:02|200.134.25.51||||||39625098.1305382|1486160168.0||0.0|TCP|300.0|1024|0
163|26|84|2025-09-03 19:19:02|200.134.25.51|13.266|13.488|13.988|||34387285.3481063|1289714828.0||0.0|TCP|300.0|1500|10
164|26|85|2025-09-03 19:24:12|200.134.25.51||||80.0|0.305168796490559|1048599.38132637|39322500.0|0.134292780690575||UDP|300.0|1500|0
165|26|86|2025-09-03 19:25:52|200.134.25.51||||||43367223.1173975|542327280.0||0.0|TCP|100.0|2048|0
166|27|87|2025-09-03 19:35:02|200.134.25.51||||27.0|0.1171875|1048575.2164813|47185920.0|0.0855320834187794||UDP|360.0|2048|0
167|27|88|2025-09-03 19:41:03|200.134.25.51||||||45661184.5334118|2055009800.0||0.0|TCP|360.0|2048|0
168|28|89|2025-09-03 19:45:02|200.134.25.51|13.038|13.419|17.506|||38574292.5124775|289511816.0||0.0|TCP|60.0|256|100
169|28|90|2025-09-03 19:50:58|200.134.25.51|13.094|13.41|16.067|526.0|0.40130615234375|1048574.82854531|33554432.0|0.107013134338953||UDP|256.0|256|100
170|29|91|2025-09-03 20:17:02|200.134.25.51||||||44088577.0322186|992235272.0||0.0|TCP|180.0|512|0
171|29|92|2025-09-03 20:20:02|200.134.25.51||||||40746510.8905294|917004944.0||0.0|TCP|180.0|1024|0
172|29|93|2025-09-03 20:23:02|200.134.25.51||||||44347232.1052637|998044736.0||0.0|TCP|180.0|2048|0
173|29|80|2025-09-03 20:26:03|200.134.25.51||||31.0|0.0672743055555556|1048574.41548755|23592960.0|0.111563652383742||UDP|180.0|512|0
174|30|94|2025-09-03 20:39:02|200.134.25.51||||116.0|0.151041666666667|1048575.6102794|78643200.0|0.0519598325320719||UDP|600.0|1024|0
175|31|95|2025-09-03 20:54:02|200.134.25.51|12.945|13.27|14.428|58.0|0.0755208333333333|1048575.60853177|78643200.0|0.0550472816639683||UDP|600.0|1024|100
176|32|51|2025-09-03 21:00:02|200.134.25.51||||||30456669.0886299|228575200.0||0.0|TCP|60.0|64|0
177|32|52|2025-09-03 21:01:03|200.134.25.51||||||33247411.0919525|249522560.0||0.0|TCP|60.0|125|0
178|32|53|2025-09-03 21:02:03|200.134.25.51||||||24471544.1954764|183661680.0||0.0|TCP|60.0|256|0
179|32|54|2025-09-03 21:03:03|200.134.25.51||||||45253327.2179339|339630616.0||0.0|TCP|60.0|512|0
180|32|55|2025-09-03 21:04:04|200.134.25.51||||||51225129.8617609|384442128.0||0.0|TCP|60.0|1024|0
181|32|56|2025-09-03 21:05:04|200.134.25.51||||||38209085.5547195|286763968.0||0.0|TCP|60.0|2048|0
182|32|57|2025-09-03 21:06:04|200.134.25.51||||||57743898.5573594|433378764.0||0.0|TCP|60.0|2500|0
183|32|58|2025-09-03 21:07:04|200.134.25.51||||||48436553.4380035|363514608.0||0.0|TCP|60.0|3072|0
184|33|96|2025-09-03 21:14:32|200.134.25.51|24.054|24.321|25.121|||25853670.8990697|97092456.0||0.0|TCP|30.0|512|30
185|33|97|2025-09-03 21:15:31|200.134.25.51||||13.0|1.69270833333333|1049595.27682125|3936000.0|0.0889761914189556||UDP|30.0|5125|0
186|33|51|2025-09-03 21:16:32|200.134.25.51||||||18010841.1279583|135171088.0||0.0|TCP|60.0|64|0
187|1|5|2025-09-04 12:29:11|200.134.25.51|13.26|13.654|15.716|9.0|0.17578125|1048554.08521962|1310720.0|0.0277683314077017||UDP|10.0|256|10
188|1|6|2025-09-04 12:29:31|200.134.25.51||||||42468800.9783867|53303760.0||0.0|TCP|10.0|256|0
189|2|5|2025-09-04 12:44:12|200.134.25.51|13.183|13.277|13.373|4.0|0.078125|1048563.31238392|1310720.0|0.0742373098745308||UDP|10.0|256|10
190|2|6|2025-09-04 12:44:31|200.134.25.51||||||54366483.2711504|68246328.0||0.0|TCP|10.0|256|0
191|3|5|2025-09-04 12:59:12|200.134.25.51|13.25|13.471|14.631|1.0|0.01953125|1048554.39977936|1310720.0|0.123594953161737||UDP|10.0|256|10
192|3|6|2025-09-04 12:59:32|200.134.25.51||||||47589773.6567285|59740240.0||0.0|TCP|10.0|256|0
193|4|5|2025-09-04 13:14:12|200.134.25.51|13.212|13.367|13.62|27.0|0.52734375|1048553.5609538|1310720.0|0.125377061175397||UDP|10.0|256|10
194|4|6|2025-09-04 13:14:31|200.134.25.51||||||34027599.8020731|42704944.0||0.0|TCP|10.0|256|0
195|5|5|2025-09-04 13:29:12|200.134.25.51|13.106|13.384|13.665|3.0|0.05859375|1048548.3183244|1310720.0|0.410573136174064||UDP|10.0|256|10
196|5|6|2025-09-04 13:29:32|200.134.25.51||||||46572903.0680232|58462744.0||0.0|TCP|10.0|256|0
197|6|5|2025-09-04 13:44:12|200.134.25.51|13.207|13.379|13.713|40.0|0.78125|1048564.36093559|1310720.0|0.211098054083845||UDP|10.0|256|10
198|6|6|2025-09-04 13:44:31|200.134.25.51||||||71287953.9824579|89409040.0||0.0|TCP|10.0|256|0
199|7|5|2025-09-04 13:59:12|200.134.25.51|13.198|13.366|13.635|9.0|0.17578125|1048554.60948597|1310720.0|0.0724406581312113||UDP|10.0|256|10
200|7|6|2025-09-04 13:59:31|200.134.25.51||||||60534923.8683013|75987008.0||0.0|TCP|10.0|256|0
